id;label;shape;bgcolor;fontcolor;rank;subgraph;mainGraph;is_terminal;href;tooltip;descr;openSource;keyQuestions;keyLink
PsyArXiv;PsyArXiv;ellipse;#D41159;white;4;Preprintserver;Publication;yes;https://psyarxiv.com/;https://www.biorxiv.org/;A preprint platform for publications related to Biology and Neuroscience.;FALSE;;
BioArXiv;BioArXiv;ellipse;#D41159;white;4;Preprintserver;Publication;yes;https://www.biorxiv.org/;https://psyarxiv.com/;A preprint platform for publications related to Psychology.;FALSE;;
PeerCommunityIn;PeerCommunityIn;ellipse;#D41159;white;4;Preprintserver;Publication;yes;https://peercommunityin.org/;https://peercommunityin.org/;"PCI is a non-profit organization of researchers offering peer review, recommendation and publication of scientific articles in open access for free.
";FALSE;;
PreReview;PreReview;ellipse;#D41159;white;4;Preprintserver;Publication;yes;https://prereview.org/;https://prereview.org/;Provide and receive constructive feedback on preprints from an international community of your peers.;FALSE;;
PsychArchives;PsychArchives;ellipse;#D41159;white;4;Preprintserver;Publication;yes;https://www.psycharchives.org/;https://www.psycharchives.org/;A disciplinary repository for psychological science and neighboring disciplines. Accommodating 20 different digital research object (DRO) types, including articles, preprints, research data, code, supplements, preregistrations, tests and multimedia objects, PsychArchives provides a digital space that integrates all research-related content relevant to psychology.;FALSE;;
TOP Guidelines;TOP Guidelines;ellipse;#D41159;white;2;Publication;Publication;yes;https://www.cos.io/initiatives/top-guidelines;https://www.cos.io/initiatives/top-guidelines;The TOP Guidelines include eight modular standards, each with three levels of increasing stringency of research published in academic journals.;FALSE;;
Octopus;Octopus;ellipse;#D41159;white;2;Publication;Publication;yes;https://www.octopus.ac/;https://www.octopus.ac/;Octopus is a free pulishing platform for scholarly research, including peer review and quality assessment.;FALSE;;
ORCID;ORCID;ellipse;#D41159;white;2;Publication;Publication;yes;https://orcid.org/;https://orcid.org/;"Get an ORCID - an ""Open Researcher and Contributor ID"" which is a persistent digital identifier that you own and control, and that distinguishes you from every other researcher. Link your projects and output to your ORCID.";FALSE;;
Dissemination;Dissemination;rectangle;#005AB5;white;1;initial;initial;no;NA;;NA;;How to design a poster for a conference? || How to prepare a scientific presentation? || How to present your research to a lay audience?;https://igor-biodgps.github.io/ARIADNE/contentpages/step10.html#step-10-dissemination
Dissemination;Dissemination;rectangle;#005AB5;white;1;Dissemination;Dissemination;no;NA;;NA;;;
Resource Sharing;Resource Sharing;diamond;#40B0A6;white;2;Dissemination;Dissemination;no;NA;;NA;;;
Resource Sharing;Resource Sharing;diamond;#40B0A6;white;2;ResourceSharing;Dissemination;no;NA;;NA;;;
Data_resource;Data;diamond;#40B0A6;white;3;ResourceSharing;Dissemination;no;NA;;NA;;;
Data_resource;Data;diamond;#40B0A6;white;3;Data_resource;Dissemination;no;NA;;NA;;;
Open Science Framework;Open Science Framework;ellipse;#D41159;white;4;Data_resource;Dissemination;yes;https://osf.io/;https://osf.io/;The Open Science Framework (OSF) is a web-based platform that facilitates collaboration and supports the entire research lifecycle by providing tools for project organization, data sharing, collaboration, and transparency. Consider the hosting server location and its data policity before sharing the data.;FALSE;;
DataCite;DataCite;ellipse;#D41159;white;4;Data_resource;Dissemination;yes;https://datacite.org/;https://datacite.org/;"Ensure that research outputs andDataCite ensures that resources are openly available and connected.
";FALSE;;
FigShare;FigShare;ellipse;#D41159;white;4;Data_resource;Dissemination;yes;https://figshare.com/;https://figshare.com/;The all in one repository - a home for papers, FAIR data and non-traditional research outputs that is easy to use and ready now.;FALSE;;
Zenodo;Zenodo;ellipse;#D41159;white;4;Data_resource;Dissemination;yes;https://zenodo.org/;https://zenodo.org/;Zenodo is an open-access repository that allows researchers to store, share, and publish their research outputs, including datasets, code, preprints, and other scholarly materials, ensuring long-term preservation and accessibility. Consider the hosting server location and its data policity before sharing the data.;FALSE;;
NeuroVault;NeuroVault;ellipse;#D41159;white;4;Data_resource;Dissemination;yes;https://neurovault.org/;https://neurovault.org/;NeuroVault is an online platform that enables researchers in the field of neuroscience to share, analyze, and collaboratively work with neuroimaging data and statistical maps.;FALSE;;
Code_resource;Code;diamond;#40B0A6;white;3;ResourceSharing;Dissemination;no;NA;;NA;;;
Code_resource;Code;diamond;#40B0A6;white;3;Code_resource;Dissemination;no;NA;;NA;;;
Open Science Framework;Open Science Framework;ellipse;#D41159;white;4;Code_resource;Dissemination;yes;https://osf.io/;https://osf.io/;The Open Science Framework (OSF) is a web-based platform that facilitates collaboration and supports the entire research lifecycle by providing tools for project organization, data sharing, collaboration, and transparency. Consider the hosting server location and its data policity before sharing the data.;FALSE;;
Zenodo;Zenodo;ellipse;#D41159;white;4;Code_resource;Dissemination;yes;https://zenodo.org/;https://zenodo.org/;Zenodo is an open-access repository that allows researchers to store, share, and publish their research outputs, including datasets, code, preprints, and other scholarly materials, ensuring long-term preservation and accessibility. Consider the hosting server location and its data policity before sharing the data.;FALSE;;
GitHub;GitHub;ellipse;#D41159;white;4;Code_resource;Dissemination;yes;https://github.com/;https://github.com/;GitHub is a web-based platform for version control and collaborative software development, allowing developers to host, review, and manage code repositories.;FALSE;;
Materials;Materials;diamond;#40B0A6;white;3;ResourceSharing;Dissemination;no;NA;;NA;;;
Materials;Materials;diamond;#40B0A6;white;3;Materials;Dissemination;no;NA;;NA;;;
Open Science Framework;Open Science Framework;ellipse;#D41159;white;4;Materials;Dissemination;yes;https://osf.io/;https://osf.io/;The Open Science Framework (OSF) is a web-based platform that facilitates collaboration and supports the entire research lifecycle by providing tools for project organization, data sharing, collaboration, and transparency. Consider the hosting server location and its data policity before sharing the data.;FALSE;;
Protocols;Protocols;ellipse;#D41159;white;4;Materials;Dissemination;yes;https://www.protocols.io/;https://www.protocols.io/;A secure platform for developing and sharing reproducible methods.;FALSE;;
Zenodo;Zenodo;ellipse;#D41159;white;4;Materials;Dissemination;yes;https://zenodo.org/;https://zenodo.org/;Zenodo is an open-access repository that allows researchers to store, share, and publish their research outputs, including datasets, code, preprints, and other scholarly materials, ensuring long-term preservation and accessibility. Consider the hosting server location and its data policity before sharing the data.;FALSE;;
GitHub_mat;GitHub;ellipse;#D41159;white;4;Materials;Dissemination;yes;https://github.com/;https://github.com/;GitHub is a web-based platform for version control and collaborative software development, allowing developers to host, review, and manage code repositories.;FALSE;;
Pint of Science;Pint of Science;ellipse;#D41159;white;2;Dissemination;Dissemination;yes;https://pintofscience.com/;https://pintofscience.com/;Pint of Science is non-profit and organised by a grass-root community of thousands of scientists across the world, organizing events for the public to hear about and question the latest discoveries being made.;TRUE;;
Psychology conference timelines;Psychology conference timelines;ellipse;#D41159;white;2;Dissemination;Dissemination;yes;https://docs.google.com/spreadsheets/d/1_7pokWiDjYBIr7eyYkJ5CvYvqZPZcMf3gChNC14vJZI/edit#gid=0;https://docs.google.com/spreadsheets/d/1_7pokWiDjYBIr7eyYkJ5CvYvqZPZcMf3gChNC14vJZI/edit#gid=0;A spreadsheet of many psychological conferences and their timelines.;FALSE;;
Poster;Poster;diamond;#40B0A6;white;2;Dissemination;Dissemination;no;NA;;NA;;;
Poster;Poster;diamond;#40B0A6;white;2;Poster;Dissemination;no;NA;;NA;;;
Designing conference posters;Designing conference posters;ellipse;#D41159;white;3;Poster;Dissemination;yes;https://colinpurrington.com/tips/poster-design/;https://colinpurrington.com/tips/poster-design/;Tips on how to design the perfect poster for a conference.;FALSE;;
Canva;Canva;ellipse;#D41159;white;3;Poster;Dissemination;yes;https://www.canva.com/de_de/;https://www.canva.com/de_de/;Canva is a web-based graphic design platform that provides users with a wide range of tools and templates to create visually appealing designs for various purposes, from social media graphics to presentations.;FALSE;;
Illustrator;Illustrator;ellipse;#D41159;white;3;Poster;Dissemination;yes;https://www.adobe.com/products/illustrator.html;https://www.adobe.com/products/illustrator.html;Illustrator refers to Adobe Illustrator, a vector graphics editor used to create and manipulate digital artwork, illustrations, logos, and other visual content with precision and scalability. Check if your institution got a licence for the software.;FALSE;;
PowerPoint;PowerPoint;ellipse;#D41159;white;3;Poster;Dissemination;yes;https://www.microsoft.com/en/microsoft-365/powerpoint;https://www.microsoft.com/en/microsoft-365/powerpoint;Microsoft PowerPoint is a popular presentation software used to create slideshows and presentations that incorporate text, images, animations, and multimedia elements to convey information and ideas effectively. Check if your institution got a licence for the software.;FALSE;;
Better posters;Better posters;ellipse;#D41159;white;3;Poster;Dissemination;yes;https://www.youtube.com/watch?v=1RwJbhkCA58;https://www.youtube.com/watch?v=1RwJbhkCA58;A video on how to create a better research poster in less time (#betterposter Generation 1);FALSE;;
Font size calculator;Font size calculator;ellipse;#D41160;white;4;Poster;Dissemination;yes;https://www.leserlich.info/werkzeuge/schriftgroessenrechner/;https://www.leserlich.info/werkzeuge/schriftgroessenrechner/;A German tool to calculate accessible font sizes.;FALSE;;
Talk;Talk;diamond;#40B0A6;white;2;Dissemination;Dissemination;no;NA;;NA;;;
Talk;Talk;diamond;#40B0A6;white;2;Talk;Dissemination;no;NA;;NA;;;
PowerPoint;PowerPoint;ellipse;#D41159;white;3;Talk;Dissemination;yes;https://www.microsoft.com/en/microsoft-365/powerpoint;https://www.microsoft.com/en/microsoft-365/powerpoint;Microsoft PowerPoint is a popular presentation software used to create slideshows and presentations that incorporate text, images, animations, and multimedia elements to convey information and ideas effectively. Check if your institution got a licence for the software.;FALSE;;
Slidesgo;Slidesgo;ellipse;#D41159;white;3;Talk;Dissemination;yes;https://slidesgo.com/;https://slidesgo.com/;Slidesgo is a platform that offers a collection of professionally designed, customizable presentation templates for various topics and purposes, making it easier for users to create visually appealing slideshows.;FALSE;;
Talk invitations;Talk invitations;ellipse;#D41159;white;3;Talk;Dissemination;yes;https://www.chjh.nl/what-to-do-with-that-invitation/;https://www.chjh.nl/what-to-do-with-that-invitation/;Have you been invited to speak somewhere? Here are some questions you might (and should) ask beforehand.;FALSE;;
Prezi;Prezi;ellipse;#D41159;white;3;Talk;Dissemination;yes;https://prezi.com/;https://prezi.com/;Prezi is a multimedia platform where users can create slide presentations, videos, or designs to share. Whether starting from a blank canvas or using one of the templates from the site's vast library, users have many options.;FALSE;;
Writing_diss;Writing;diamond;#40B0A6;white;2;Dissemination;Dissemination;no;NA;;NA;;;
Writing_diss;Writing;diamond;#40B0A6;white;2;Writing_diss;Dissemination;no;NA;;NA;;;
In Mind Magazine;In Mind Magazine;ellipse;#D41159;white;3;Writing_diss;Dissemination;yes;https://de.in-mind.org/;https://de.in-mind.org/;In-Mind Magazine, operated by the In-Mind Foundation, is an online quarterly publication that aims to make psychology accessible by offering peer-reviewed articles and content that bridges the gap between scientific research and the general public's understanding.In-Mind Magazine, operated by the In-Mind Foundation, is an online quarterly publication that aims to make psychology accessible by offering peer-reviewed articles and content that bridges the gap between scientific research and the general public's understanding.;FALSE;;
Gehirn und Geist;Gehirn und Geist;ellipse;#D41159;white;3;Writing_diss;Dissemination;yes;https://www.spektrum.de/magazin/gehirn-und-geist/;https://www.spektrum.de/magazin/gehirn-und-geist/;"""Gehirn und Geist"" is a German-language popular science magazine focused on psychology and neuroscience, providing articles and insights for readers interested in understanding the human mind and brain.";FALSE;;
Scientific American;Scientific American;ellipse;#D41159;white;3;Writing_diss;Dissemination;yes;https://www.scientificamerican.com/ ;https://www.scientificamerican.com/ ;Scientific American is a well-known popular science magazine that publishes articles covering a wide range of scientific disciplines, offering insights and discoveries to a broad audience.;FALSE;;
APS Observer;APS Observer;ellipse;#D41159;white;3;Writing_diss;Dissemination;yes;https://www.psychologicalscience.org/observer;https://www.psychologicalscience.org/observer;APS Observer is the monthly magazine of the Association for Psychological Science (APS), providing news, insights, and research highlights related to the field of psychology and the activities of APS.;FALSE;;
APA Monitor on Psychology;APA Monitor on Psychology;ellipse;#D41159;white;3;Writing_diss;Dissemination;yes;https://www.apa.org/monitor;https://www.apa.org/monitor;APA Monitor on Psychology is the monthly magazine published by the American Psychological Association (APA), offering news, features, and articles on psychology-related topics for psychologists and the general public.;FALSE;;
Social Media;Social Media;diamond;#40B0A6;white;2;Dissemination;Dissemination;no;NA;;NA;;;
Social Media;Social Media;diamond;#40B0A6;white;2;SocialMedia;Dissemination;no;NA;;NA;;;
Bluesky;Bluesky;ellipse;#D41159;white;3;SocialMedia;Dissemination;yes;https://bsky.app/;https://bsky.app/;;FALSE;;
Twitter;Twitter;ellipse;#D41159;white;3;SocialMedia;Dissemination;yes;https://twitter.com/home;https://twitter.com/home;"Twitter is a social media platform that enables users to share and read short posts called ""tweets,"" allowing for real-time updates, discussions, and information sharing in a concise format. At the moment rebranded to ""X"".";FALSE;;
Mastodon;Mastodon;ellipse;#D41159;white;3;SocialMedia;Dissemination;yes;https://joinmastodon.org/;https://joinmastodon.org/;Mastodon is an open-source, decentralized social media platform that operates as a network of independently run instances, allowing users to communicate and share content while retaining control over their data and community.;FALSE;;
TikTok;TikTok;ellipse;#D41159;white;3;SocialMedia;Dissemination;yes;https://www.tiktok.com/en/;https://www.tiktok.com/en/;TikTok is a social media platform that allows users to create and share short videos set to music or other audio, known for its popularity among younger generations.;FALSE;;
Instagram;Instagram;ellipse;#D41159;white;3;SocialMedia;Dissemination;yes;https://www.instagram.com/;https://www.instagram.com/;Instagram is a photo and video sharing social media platform that enables users to upload, edit, and share visual content with their followers.;FALSE;;
YouTube;YouTube;ellipse;#D41159;white;3;SocialMedia;Dissemination;yes;https://www.youtube.com/;https://www.youtube.com/;YouTube is a video-sharing platform where users can upload, watch, and interact with a wide variety of videos, spanning from entertainment to education.;FALSE;;
